,timestamp,temp,Power,outdoortemp
0,2023/12/13 0:00,19.5616126,3.135813214,-2.6
1,2023/12/13 0:15,20.74802863,1.422704643,-2.6
2,2023/12/13 0:30,20.35728744,2.040928214,-2.6
3,2023/12/13 0:45,20.32793996,1.207422857,-2.6
4,2023/12/13 1:00,19.97622773,0.340112143,-2.6
5,2023/12/13 1:15,20.03593259,0.103077857,-2.55
6,2023/12/13 1:30,20.22458339,3.060718571,-2.5
7,2023/12/13 1:45,20.73275074,3.126317857,-2.45
8,2023/12/13 2:00,20.45671034,0.09724,-2.4
9,2023/12/13 2:15,19.59274341,1.952040357,-2.4
10,2023/12/13 2:30,19.594585,1.79839,-2.4
11,2023/12/13 2:45,19.76354407,0,-2.4
12,2023/12/13 3:00,19.26680671,2.411797143,-2.4
13,2023/12/13 3:15,19.60522261,2.279643929,-2.4
14,2023/12/13 3:30,19.40912744,1.480010714,-2.4
15,2023/12/13 3:45,19.62043753,0.708663214,-2.4
16,2023/12/13 4:00,19.38778327,4.400377143,-2.4
17,2023/12/13 4:15,19.32671924,2.037270714,-2.375
18,2023/12/13 4:30,19.41602993,0.131387143,-2.35
19,2023/12/13 4:45,19.30638444,3.729058929,-2.325
20,2023/12/13 5:00,19.08098537,1.205651071,-2.3
21,2023/12/13 5:15,19.2012832,0.276598929,-2.3
22,2023/12/13 5:30,19.18101777,0.790668214,-2.3
23,2023/12/13 5:45,19.07327212,1.446236786,-2.3
24,2023/12/13 6:00,18.52643371,0,-2.3
25,2023/12/13 6:15,19.64255818,1.079123571,-2.275
26,2023/12/13 6:30,17.96173341,3.637208929,-2.25
27,2023/12/13 6:45,17.84260731,0.868571786,-2.225
28,2023/12/13 7:00,17.43781587,1.694856429,-2.2
29,2023/12/13 7:15,18.56917255,1.657849286,-2.2
30,2023/12/13 7:30,18.73245662,2.311268929,-2.2
31,2023/12/13 7:45,18.09603464,1.613208929,-2.2
32,2023/12/13 8:00,17.76805605,0.432692857,-2.2
33,2023/12/13 8:15,17.54114011,2.035585357,-2.175
34,2023/12/13 8:30,18.34552374,2.587573214,-2.15
35,2023/12/13 8:45,17.45051763,1.4230425,-2.125
36,2023/12/13 9:00,17.12428574,0,-2.1
37,2023/12/13 9:15,17.40109421,0,-2.1
38,2023/12/13 9:30,17.91420517,0.962775,-2.1
39,2023/12/13 9:45,16.81663376,0.039372143,-2.1
40,2023/12/13 10:00,17.9427484,2.660534643,-2.1
41,2023/12/13 10:15,16.2506892,2.5622575,-2.025
42,2023/12/13 10:30,17.27505883,1.601065714,-1.95
43,2023/12/13 10:45,17.12234384,0,-1.875
44,2023/12/13 11:00,16.82724563,2.168422143,-1.8
45,2023/12/13 11:15,16.70609942,1.309113929,-1.825
46,2023/12/13 11:30,16.57174696,0.1207525,-1.85
47,2023/12/13 11:45,16.15877666,0,-1.875
48,2023/12/13 12:00,15.83620606,2.931700357,-1.9
49,2023/12/13 12:15,16.67122066,1.804106071,-1.875
50,2023/12/13 12:30,16.24802322,0,-1.85
51,2023/12/13 12:45,15.58972965,1.81786,-1.825
52,2023/12/13 13:00,15.59916404,0.154015714,-1.8
53,2023/12/13 13:15,16.0745263,0.166716786,-1.8
54,2023/12/13 13:30,15.70715778,2.001827143,-1.8
55,2023/12/13 13:45,15.89940159,1.547495714,-1.8
56,2023/12/13 14:00,15.26165942,2.589973571,-1.8
57,2023/12/13 14:15,14.58896289,0.423397857,-1.8
58,2023/12/13 14:30,15.98974986,3.721158571,-1.8
59,2023/12/13 14:45,15.87655761,3.013281071,-1.8
60,2023/12/13 15:00,16.46644461,0.576455,-1.8
61,2023/12/13 15:15,16.24587823,2.96615,-1.8
62,2023/12/13 15:30,15.52404007,2.769226429,-1.8
63,2023/12/13 15:45,16.20358632,2.495247857,-1.8
64,2023/12/13 16:00,16.828044,0,-1.8
65,2023/12/13 16:15,16.49490093,0.918315357,-1.8
66,2023/12/13 16:30,16.64459162,0.683873929,-1.8
67,2023/12/13 16:45,14.89075478,0,-1.8
68,2023/12/13 17:00,14.93903981,1.071478571,-1.8
69,2023/12/13 17:15,17.13400177,0.4882625,-1.825
70,2023/12/13 17:30,15.2796151,1.574107857,-1.85
71,2023/12/13 17:45,15.49465831,2.920877143,-1.875
72,2023/12/13 18:00,15.48931442,2.387923214,-1.9
73,2023/12/13 18:15,15.38875592,1.5751175,-1.925
74,2023/12/13 18:30,15.56923847,3.094751786,-1.95
75,2023/12/13 18:45,15.49968961,2.870100357,-1.975
76,2023/12/13 19:00,15.43248108,2.230945357,-2
77,2023/12/13 19:15,16.38190303,2.307356071,-1.975
78,2023/12/13 19:30,16.82215671,2.575854286,-1.95
79,2023/12/13 19:45,16.14832201,0,-1.925
80,2023/12/13 20:00,15.99128855,2.534985357,-1.9
81,2023/12/13 20:15,16.98347586,3.847108571,-1.9
82,2023/12/13 20:30,16.15265498,2.855953571,-1.9
83,2023/12/13 20:45,16.68487449,1.248562857,-1.9
84,2023/12/13 21:00,16.72771723,0.437949286,-1.9
85,2023/12/13 21:15,16.21449273,1.798928214,-1.9
86,2023/12/13 21:30,16.68708209,1.909493929,-1.9
87,2023/12/13 21:45,16.16028629,0.850516071,-1.9
88,2023/12/13 22:00,16.93073638,1.849198214,-1.9
89,2023/12/13 22:15,16.66522622,1.459515357,-1.9
90,2023/12/13 22:30,16.81523685,0.396950714,-1.9
91,2023/12/13 22:45,16.2877309,0.925437857,-1.9
92,2023/12/13 23:00,15.42930629,2.204557143,-1.9
93,2023/12/13 23:15,15.54582607,1.924347857,-2
94,2023/12/13 23:30,15.70286261,5.142558929,-2.2
95,2023/12/13 23:45,17.19828808,3.519838929,-2.1
96,2023/12/14 0:00,16.7163627,2.849813214,-1.9
97,2023/12/14 0:15,17.65643175,2.731704643,-1.95
98,2023/12/14 0:30,17.9804891,1.705428214,-2
99,2023/12/14 0:45,15.90964831,1.795922857,-2.05
100,2023/12/14 1:00,16.93686688,0.802112143,-2.1
101,2023/12/14 1:15,17.38040091,1.868577857,-2.225
102,2023/12/14 1:30,16.6343181,1.432718571,-2.35
103,2023/12/14 1:45,17.28211096,1.674317857,-2.475
104,2023/12/14 2:00,17.36098062,0.62524,-2.6
105,2023/12/14 2:15,17.46200634,1.880540357,-2.65
106,2023/12/14 2:30,17.19317017,2.31539,-2.7
107,2023/12/14 2:45,16.16717208,0.216476071,-2.75
108,2023/12/14 3:00,16.65875159,2.202797143,-2.8
109,2023/12/14 3:15,15.86128975,1.652643929,-2.825
110,2023/12/14 3:30,17.2368585,1.359010714,-2.85
111,2023/12/14 3:45,16.28789241,3.035163214,-2.875
112,2023/12/14 4:00,16.90282806,3.454377143,-2.9
113,2023/12/14 4:15,17.57845105,2.620270714,-3.025
114,2023/12/14 4:30,16.98027286,0.582387143,-3.15
115,2023/12/14 4:45,17.37146573,2.475058929,-3.275
116,2023/12/14 5:00,17.20157592,1.084651071,-3.4
117,2023/12/14 5:15,17.17817605,1.272098929,-3.475
118,2023/12/14 5:30,16.22954432,0.878668214,-3.55
119,2023/12/14 5:45,16.79310767,2.029236786,-3.625
120,2023/12/14 6:00,17.08964204,1.726658214,-3.7
121,2023/12/14 6:15,16.02760433,2.239623571,-3.775
122,2023/12/14 6:30,16.73593335,3.219208929,-3.85
123,2023/12/14 6:45,16.98468904,2.172071786,-3.925
124,2023/12/14 7:00,16.06747396,3.652856429,-4
125,2023/12/14 7:15,17.17649992,2.889849286,-4.075
126,2023/12/14 7:30,17.35939293,1.266268929,-4.15
127,2023/12/14 7:45,17.57819241,0.760708929,-4.225
128,2023/12/14 8:00,16.68982592,1.554692857,-4.3
129,2023/12/14 8:15,17.37307639,2.134585357,-4.325
130,2023/12/14 8:30,16.92103106,1.509573214,-4.35
131,2023/12/14 8:45,17.27670464,2.0225425,-4.375
132,2023/12/14 9:00,17.30766676,1.711419286,-4.4
133,2023/12/14 9:15,16.22088023,1.270833929,-4.275
134,2023/12/14 9:30,16.53323334,0.555775,-4.15
135,2023/12/14 9:45,16.42858036,2.134872143,-4.025
136,2023/12/14 10:00,16.61222232,0.730034643,-3.9
137,2023/12/14 10:15,16.62661562,2.8702575,-3.75
138,2023/12/14 10:30,16.84443063,2.085065714,-3.6
139,2023/12/14 10:45,16.67278172,1.653154643,-3.45
140,2023/12/14 11:00,16.27312402,1.695422143,-3.3
141,2023/12/14 11:15,16.33421452,2.458613929,-3.3
142,2023/12/14 11:30,16.32630817,2.2217525,-3.3
143,2023/12/14 11:45,16.95330562,0.96272,-3.3
144,2023/12/14 12:00,16.79115082,4.774200357,-3.3
145,2023/12/14 12:15,16.52812323,2.937106071,-3.3
146,2023/12/14 12:30,16.72055274,0,-3.3
147,2023/12/14 12:45,16.17966642,0.59136,-3.3
148,2023/12/14 13:00,16.51867705,0.258515714,-3.3
149,2023/12/14 13:15,15.91590932,2.141216786,-3.325
150,2023/12/14 13:30,15.55749164,1.220827143,-3.35
151,2023/12/14 13:45,16.03958637,2.526495714,-3.375
152,2023/12/14 14:00,16.39187827,2.743973571,-3.4
153,2023/12/14 14:15,16.07954475,1.693897857,-3.425
154,2023/12/14 14:30,17.00660913,2.461658571,-3.45
155,2023/12/14 14:45,16.81831681,2.683281071,-3.475
156,2023/12/14 15:00,16.39286045,1.813955,-3.5
157,2023/12/14 15:15,16.86610348,1.67365,-3.55
158,2023/12/14 15:30,16.81885485,1.388726429,-3.6
159,2023/12/14 15:45,16.5989846,2.473247857,-3.65
160,2023/12/14 16:00,16.09842128,1.440198571,-3.7
161,2023/12/14 16:15,16.47083844,0,-3.925
162,2023/12/14 16:30,16.28284911,0,-4.15
163,2023/12/14 16:45,16.40540613,3.784094286,-4.375
164,2023/12/14 17:00,15.65484624,4.481478571,-4.6
165,2023/12/14 17:15,16.33040898,3.8652625,-4.625
166,2023/12/14 17:30,17.16272147,0.149607857,-4.65
167,2023/12/14 17:45,15.72842593,1.705377143,-4.675
168,2023/12/14 18:00,16.11454478,1.232923214,-4.7
169,2023/12/14 18:15,15.42029518,1.5421175,-4.675
170,2023/12/14 18:30,16.3656293,1.989251786,-4.65
171,2023/12/14 18:45,15.6017259,1.995600357,-4.625
172,2023/12/14 19:00,16.76750488,0.844945357,-4.6
173,2023/12/14 19:15,16.7101092,5.139856071,-4.675
174,2023/12/14 19:30,16.09878657,4.572354286,-4.75
175,2023/12/14 19:45,16.98559684,2.076505357,-4.825
176,2023/12/14 20:00,16.46282743,3.491985357,-4.9
177,2023/12/14 20:15,17.59915523,2.840608571,-4.875
